"lengthdata","weightdata","weight","length","year","month_num","day","nation","gear","port","lat","lon","newlat","newlon"
"140",NA,NA,"140",2020,9,21,"Libya","gill net",NA,32.9,13.18,32.93,13.22
NA,NA,NA,NA,2020,9,21,"Spain",NA,NA,35.31,-2.93,35.31,-2.93
"600",NA,NA,"600",2020,11,4,"Libya",NA,NA,32.96,13.17,32.96,13.17
"200",NA,NA,"200",2020,6,14,"Turkey",NA,NA,40.5,26.33,40.5,26.33
"180",NA,NA,"180",2020,1,NA,"Tunisia","trammel net",NA,NA,NA,NA,NA
"232",90,"90","232",2020,4,28,"Tunisia","drift longline",NA,35.02,12.19,35.02,12.19
"170",78,"78KG","170",2020,7,NA,"Tunisia","trawl",NA,37.06,11.51,37.06,11.51
NA,NA,NA,NA,2020,4,NA,"Tunisia","longline",NA,33.97,10.84,33.97,10.84
"200",85,"85KG","200",2020,7,NA,"Tunisia","trawl",NA,37.06,11.51,37.06,11.51
NA,NA,NA,"ca 390",2020,8,23,"Tunisia",NA,NA,35.66,10.96,35.66,10.96
NA,NA,NA,NA,2020,8,20,"Tunisia",NA,NA,35.52,11.09,35.52,11.09
NA,NA,NA,NA,2020,10,27,"Tunisia",NA,NA,34.12,10.21,34.12,10.21
"610",1153,"1153","610",2020,11,7,"Tunisia",NA,NA,35.77,10.85,35.77,10.85
"400",NA,NA,"400",2020,11,7,"Tunisia",NA,NA,35.75,10.84,35.75,10.84
"150",NA,NA,NA,2020,11,19,"Tunisia",NA,NA,34.12,10.23,34.12,10.23
"160",75,"75",NA,2021,4,23,"Greece",NA,NA,37.1,25.37,37.1,25.37
"450",NA,NA,"ca. 400-500",2021,4,25,"Italy",NA,NA,38.16,15,38.16,14.99
"500",NA,NA,"500",2021,9,29,"Spain",NA,NA,43.34,-8.52,NA,NA
"400",NA,NA,"400",2021,10,18,"Spain",NA,NA,43.61,-5.02,NA,NA
"137",NA,NA,"137",2021,6,NA,"Tunisia","pelagic longline",NA,NA,NA,NA,NA
NA,NA,NA,NA,2021,6,NA,"Tunisia","bottom longline",NA,NA,NA,NA,NA
"170",NA,NA,"ca. 170cm",2021,11,4,"Tunisia",NA,NA,35.66,10.96,35.66,10.96
"160",NA,NA,"160",2021,12,16,"Tunisia","Gillnet",NA,NA,NA,NA,NA
"175",NA,NA,"175",2022,11,NA,"Tunisia","purse seine",NA,NA,NA,NA,NA
NA,NA,NA,NA,2022,10,29,"Tunisia",NA,NA,NA,NA,NA,NA
NA,NA,NA,"to be estimated from the picture ",2022,1,28,"Tunisia","sardine purse seine",NA,NA,NA,NA,NA
"450.5",1000,"ca 1000","> 400; ca.500",2022,2,4,"Tunisia",NA,NA,33.91,11.04,33.91,11.04
NA,186,"186",NA,2022,4,23,"Tunisia",NA,NA,35.66,10.96,35.66,10.96
"600",NA,NA,"ca. 600",2022,5,9,"Tunisia",NA,NA,35.66,10.96,35.66,10.96
"300",NA,"720","300",2022,8,28,"Tunisia","bottom trawl",NA,NA,NA,NA,NA
NA,NA,NA,"to be estimated from picture",2022,8,31,"Tunisia",NA,NA,NA,NA,NA,NA
"170",NA,NA,"170",2022,11,NA,"Tunisia","purse seine",NA,NA,NA,NA,NA
"180",NA,NA,"180",2022,11,NA,"Tunisia",NA,NA,NA,NA,NA,NA
"180",NA,NA,"180",2022,11,NA,"Tunisia",NA,NA,NA,NA,NA,NA
"200",NA,NA,"200",2022,12,27,"Tunisia","surface nets",NA,NA,NA,NA,NA
"400",920,"920","ca 400",2023,1,3,"Tunisia","sardine purse seine",NA,NA,NA,NA,NA
"156",NA,NA,"156",2023,2,18,"Tunisia","pelagic longline",NA,NA,NA,NA,NA
"180",87,"87","180",2023,3,13,"Tunisia","bottom trawl",NA,35.83,11.25,NA,NA
"600",NA,NA,"cA.600",2023,3,19,"Libya","purse seine",NA,NA,NA,NA,NA
"212",NA,"420","212",2023,3,25,"Tunisia","bottom trawl",NA,35.49,11.28,NA,NA
"600",NA,"80","254",2023,4,13,"Tunisia","purse seine",NA,NA,NA,NA,NA
"200",180,"180","200",2014,1,2,"Tunisia","Purse seine",NA,NA,NA,NA,NA
"340",NA,"500","340",2015,11,18,"Tunisia","Purse seine",NA,NA,NA,NA,NA
"400",2200,"Ca. 2200","400",2015,10,28,"Tunisia","Pelagic longline",NA,35.83,10.66,36.01,10.82
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",400,"Ca400","350",2016,1,18,"Tunisia","Bottom trawl",NA,33.5,11.84,33.5,11.84
"110",NA,NA,"110",2016,5,30,"Tunisia","Gillnet",NA,37.2,9.12,37.2,9.12
"410",NA,"800kg","410",2016,10,3,"Tunisia","Purse seine",NA,35.66,10.96,35.66,10.96
"230",NA,"390","230",2017,2,24,"Tunisia","Gillnet",NA,34.73,10.8,34.73,10.8
"380",760,"760","380",2018,5,24,"Tunisia","Purse seine",NA,33.52,11.51,33.52,11.51
"300",360,"360","300",2019,4,21,"Tunisia","Gillnet",NA,33.89,10.74,33.89,10.74
NA,NA,NA,NA,2019,6,8,"Tunisia",NA,NA,NA,NA,NA,NA
"180",NA,NA,"180",2020,1,9,"Tunisia","Trammel net",NA,NA,NA,NA,NA
NA,NA,NA,NA,2020,3,1,"Tunisia","Bottom longline",NA,33.97,10.84,33.97,10.84
"700",NA,"Ca1000kg","Ca700",2020,5,8,"Tunisia","Purse seine",NA,33.69,11.05,33.69,11.05
"170",78,"78KG","170",2020,7,1,"Tunisia","Bottom trawl",NA,37.06,11.51,37.06,11.51
"610",1153,"1153","610",2020,11,7,"Tunisia","Purse seine",NA,35.75,10.84,35.77,10.85
NA,NA,NA,NA,2021,6,NA,"Tunisia","Bottom longline",NA,NA,NA,NA,NA
NA,186,"186","juvenile - to be estimated from pictures",2022,4,18,"Tunisia",NA,NA,35.66,10.96,35.66,10.96
"370",NA,NA,"ca. 400",2022,5,9,"Tunisia",NA,NA,35.66,10.96,35.66,10.96
"400",NA,NA,"373",2022,12,21,"Tunisia","Purse seine",NA,35.23,11.16,35.24,11.16
"400",920,"920","ca 400",2023,1,3,"Tunisia","Purse seine",NA,35.66,10.96,NA,NA
"276",NA,NA,"276",2023,4,11,"Tunisia","Purse seine",NA,35.84,10.98,35.84,10.98
"198",NA,"82","198",2023,5,6,"Tunisia","Gillnet",NA,35.85,10.98,NA,NA
NA,NA,NA,"juvenile",2023,5,14,"Tunisia","Purse seine",NA,NA,NA,NA,NA
"143",NA,NA,"143",2023,6,22,"Tunisia","Gillnet",NA,NA,NA,NA,NA
"184",NA,"85","184",2023,7,8,"Tunisia","Bottom longline",NA,34.48,11.45,35.49,11.45
"220",NA,"200","220",2023,10,6,"Tunisia","Trammel net",NA,35.38,11.05,NA,NA
"186",NA,"97","186",2023,10,12,"Tunisia","Bottom trawl",NA,NA,NA,NA,NA
NA,NA,NA,NA,2023,10,13,"Tunisia","Bottom trawl",NA,NA,NA,NA,NA
"180",NA,NA,"180",2023,12,3,"Libya ","Bottom trawl",NA,32.93,12.12,NA,NA
"220",NA,"600","220",2023,12,26,"Tunisia","Trammel net",NA,34.83,11.26,NA,NA
"153",87,"87","153",2024,1,12,"Tunisia","Bottom trawl",NA,35.64,12.16,NA,NA
"130",45,"Ca 45","130",2024,1,15,"Tunisia ","Trammel net",NA,35.85,10.98,NA,NA
"150",78,"78","150",2024,1,25,"Tunisia ","Pelagic longline",NA,36.03,10.58,NA,NA
"135",58,"ca 58","135",2024,1,24,"Tunisia ","Bottom trawl",NA,36.47,10.93,NA,NA
NA,NA,NA,NA,2024,2,2,"Tunisia ","Bottom trawl",NA,35.35,11.43,NA,NA
"250",NA,NA,"250",2024,2,2,"Tunisia ","Bottom trawl",NA,34.48,11.45,NA,NA
"186",85,"85","165.3",2024,2,10,"Tunisia ","Bottom trawl",NA,34.35,10.88,NA,NA
"140",NA,"ca 69","165",2024,3,4,"Tunisia ","Bottom trawl",NA,36.26,11.4,NA,NA
"320",700,"700","320",2024,4,26,"Tunisia","Gillnet",NA,35.19,11.97,NA,NA
"178",NA,"98","178",2024,4,28,"Tunisia","Bottom trawl",NA,36.36,10.82,NA,NA
"170",90,"90","170",2024,4,30,"Tunisia ","Gillnet",NA,33.8,10.47,NA,NA
"191",194,"194","191",2024,5,3,"Tunisia ","Bottom trawl",NA,35.76,11.76,NA,NA
"131",65,"65","131",2024,5,12,"Tunisia","Bottom trawl",NA,35.92,11.01,NA,NA
"140",NA,NA,"140",2024,5,25,"Tunisia","Gillnet",NA,35.28,11.18,NA,NA
"142",NA,NA,"150",2024,5,26,"Tunisia","Bottom trawl",NA,36.15,11.74,NA,NA
"134",78,"78","134",2024,5,27,"Tunisia","Purse seine",NA,34.31,11.44,NA,NA
"140",NA,NA,"140",2024,5,28,"Tunisia",NA,NA,NA,NA,NA,NA
"172",NA,"54","172",2024,6,1,"Tunisia","trammel net",NA,35.15,13.12,NA,NA
"135",NA,NA,"135",2024,7,16,"Tunisia","Pelagic longline",NA,35.75,12,NA,NA
"127",NA,NA,"127",2024,7,16,"Tunisia","Pelagic longline",NA,35.75,12,NA,NA
"346",NA,NA,"346",2024,9,3,"Tunisia","purce seine",NA,NA,NA,NA,NA
"126",NA,NA,"126",2024,9,10,"Tunisia","Bottom trawl",NA,36.19,11.06,NA,NA
"140",NA,NA,"140",2024,9,20,"Tunisia",NA,NA,NA,NA,NA,NA
"120",NA,"67","120",2024,9,24,"Tunisia",NA,NA,NA,NA,NA,NA
"123",NA,"68","123",2024,9,24,"Tunisia",NA,NA,NA,NA,NA,NA
"144",NA,NA,"144",2024,9,25,"Tunisia",NA,NA,NA,NA,NA,NA
"200",NA,NA,"200",2024,10,2,"Tunisia","Purce seine",NA,NA,NA,NA,NA
"141",NA,NA,"141",2024,12,2,"Tunisia","Trawl",NA,NA,NA,NA,NA
"500",NA,"700","500",2025,1,4,"Tunisia ",NA,NA,34.45,10.53,NA,NA
NA,NA,NA,NA,2024,10,15,"Tunisia","Trawl","Teboulba",35.4,11.26,NA,NA
NA,NA,NA,NA,2024,10,15,"Tunisia","Trawl","Teboulba",35.4,11.26,NA,NA
NA,NA,NA,NA,2017,9,13,"Tunisia","Gillnet","Kelibia",NA,NA,NA,NA
NA,NA,NA,NA,2022,2,9,"Tunisia","Trawl","Teboulba",35.4,11.26,NA,NA
NA,NA,NA,NA,2023,3,3,"Tunisia","Trawl","Teboulba",35.4,11.26,NA,NA
"158",NA,NA,"158",2025,4,28,NA,NA,"Teboulba",NA,NA,NA,NA
NA,NA,"Ca1000kg","Ca700",2020,5,NA,"Tunisia","purse seine",NA,33.69,11.05,33.69,11.05
NA,NA,NA,NA,2025,NA,24,"Montenegro",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,2025,NA,12,"Malta",NA,NA,NA,NA,NA,NA
"310",NA,NA,"310",2025,1,12,"Tunisia","Trawl","Kelibia",36.35,11.23,NA,NA
"500",NA,"700","500",2025,1,4,"Tunisia",NA,"Mahres",34.45,10.53,NA,NA
"300",NA,NA,"300",2025,1,9,"Tunisia",NA,"Hammamet",36.24,11,NA,NA
"200",NA,"70","200",2025,1,11,"Tunisia","Bottom longline","Zarzis",33.68,11.14,NA,NA
"210",NA,NA,"210",2025,1,12,"Tunisia","Trawl","Kelibia",36.7,11.17,NA,NA
"250",NA,"114","250",2025,1,26,"Tunisia","Purse seine","Zarzis",34.2,10.74,NA,NA
"167",NA,NA,"167",2025,1,27,"Tunisia","Trawl","Monastir",36.52,11.87,NA,NA
"184",NA,"54.4","184",2025,2,13,"Tunisia","Gillnet","Kelibia",36.69,11.26,NA,NA
"145",NA,NA,"145",2025,2,15,"Tunisia","Trawl","Teboulba",35.8,12.6,NA,NA
"385",NA,NA,"385",2025,2,15,"Tunisia","Trammelnet","Zarzis",33.43,11.14,NA,NA
"172",NA,"52.7","172",2025,2,16,"Tunisia","Trawl","Sfax",34.53,11.92,NA,NA
"213",NA,"60","213",2025,2,21,"Tunisia","Trawl","Kelibia",36.25,11.08,NA,NA
"212",NA,"73","212",2025,3,15,"Tunisia","Trawl","Kelibia",37.54,10.98,NA,NA
"184",NA,NA,"184",2025,3,19,"Tunisia","Trawl","Sfax",34.12,11.2,NA,NA
"210",NA,NA,"210",2025,4,9,"Tunisia","trammel net","Kelibia",36.49,11.14,NA,NA
"270",NA,NA,"270",2025,4,19,"Tunisia","Purse seine","Gabes",34.2,11.57,NA,NA
"218",NA,NA,"218",2025,1,12,"Tunisia","Trawl","Sfax",34.18,12.08,NA,NA
"201",NA,NA,"201",2025,6,16,"Tunisia","Trawl","Teboulba",35.76,12.24,NA,NA
"155",NA,NA,"155",2025,7,19,"Tunisia","Trawl","Kelibia",NA,NA,NA,NA
"280",NA,NA,"280",2025,4,20,"Tunisia","Trawl","Sousse",36.07,10.59,NA,NA
"158",NA,NA,"158",2025,4,28,"Tunisia",NA,"Teboulba",NA,NA,NA,NA
"230",NA,NA,"230",2025,4,29,"Tunisia","Trawl","Sfax",34.15,11.89,NA,NA
"268",NA,NA,"268",2025,5,14,"Tunisia","Pelagic longline","Teboulba",NA,NA,NA,NA
"150",NA,NA,"150",2025,5,14,"Tunisia","Gillnet","Teboulba",35.19,12.29,NA,NA
NA,NA,NA,NA,2025,5,23,"Tunisia",NA,"Teboulba",NA,NA,NA,NA
"210",NA,NA,"210",2025,6,1,"Tunisia","Gillnet","Teboulba",NA,NA,NA,NA
"159",NA,NA,"159",2025,6,14,"Tunisia","Trawl","Teboulba",36.21,11.93,NA,NA
"201",NA,NA,"201",2025,6,16,"Tunisia","Trawl","Teboulba",35.76,12.24,NA,NA
"175",NA,NA,"175",2025,6,22,"Tunisia","Trawl","Kelibia",36.53,11.08,NA,NA
"160",NA,NA,"160",2025,6,22,"Tunisia","Trawl","Kelibia",36.53,11.08,NA,NA
"153",NA,NA,"153",2025,7,6,"Tunisia","Bottom trawl","Teboulba",35.59,11.6,NA,NA
"155",NA,NA,"155",2025,7,19,"Tunisia","Trawl","Kelibia",NA,NA,NA,NA
"195",NA,NA,"195",2025,7,24,"Tunisia","Bottom longline","Kelibia",NA,NA,NA,NA
"125",NA,NA,"125",2025,8,2,"Tunisia","Bottom longline","Kelibia",37.19,11.44,NA,NA
"150",NA,NA,"150",2025,8,12,"Tunisia","Bottom longline","Kelibia",35.89,11.71,NA,NA
"160",NA,NA,"160",2025,9,9,"Tunisia","Bottom longline","Kelibia",36.54,11.16,NA,NA
"190",NA,NA,"190",2025,9,9,"Tunisia","Purseine","Mahdia",NA,NA,NA,NA
NA,NA,NA,NA,2025,9,14,"Tunisia",NA,"Mahdia",NA,NA,NA,NA
NA,NA,NA,NA,2025,9,16,"Tunisia",NA,"Tunis",NA,NA,NA,NA
"298",NA,NA,"298",2025,9,24,"Tunisia","Gillnet","Zarzis",33.6,11.31,NA,NA
"310",NA,NA,"310",2025,10,2,"Tunisia","Bottom trawl","Sfax",NA,NA,NA,NA
